ncbi_gene_id,gene_symbol,pathway_sources
154,ADRB2,R-HSA-390696|Adrenoceptors ; R-HSA-418555|G alpha (s) signalling events ; R-HSA-5689880|Ub-specific processing proteases ; R-HSA-8856825|Cargo recognition for clathrin-mediated endocytosis ; R-HSA-8856828|Clathrin-mediated endocytosis
155,ADRB3,R-HSA-390696|Adrenoceptors ; R-HSA-418555|G alpha (s) signalling events
156,GRK2,R-HSA-111933|Calmodulin induced events ; R-HSA-416476|G alpha (q) signalling events ; R-HSA-418555|G alpha (s) signalling events ; R-HSA-5635838|Activation of SMO ; R-HSA-8856825|Cargo recognition for clathrin-mediated endocytosis
157,GRK3,R-HSA-418555|G alpha (s) signalling events ; R-HSA-8856825|Cargo recognition for clathrin-mediated endocytosis
158,ADSL,R-HSA-73817|Purine ribonucleoside monophosphate biosynthesis
159,ADSS2,R-HSA-73817|Purine ribonucleoside monophosphate biosynthesis
160,AP2A1,"R-HSA-167590|Nef Mediated CD4 Down-regulation ; R-HSA-177504|Retrograde neurotrophin signalling ; R-HSA-182218|Nef Mediated CD8 Down-regulation ; R-HSA-2132295|MHC class II antigen presentation ; R-HSA-3928665|EPH-ephrin mediated repulsion of cells ; R-HSA-416993|Trafficking of GluR2-containing AMPA receptors ; R-HSA-437239|Recycling pathway of L1 ; R-HSA-5099900|WNT5A-dependent internalization of FZD4 ; R-HSA-5140745|WNT5A-dependent internalization of FZD2, FZD5 and ROR2 ; R-HSA-8856825|Cargo recognition for clathrin-mediated endocytosis ; R-HSA-8856828|Clathrin-mediated endocytosis ; R-HSA-8866427|VLDLR internalisation and degradation ; R-HSA-8964038|LDL clearance ; R-HSA-9679191|Potential therapeutics for SARS ; R-HSA-9918485|Dengue Virus Attachment and Entry"
161,AP2A2,"R-HSA-167590|Nef Mediated CD4 Down-regulation ; R-HSA-177504|Retrograde neurotrophin signalling ; R-HSA-182218|Nef Mediated CD8 Down-regulation ; R-HSA-2132295|MHC class II antigen presentation ; R-HSA-3928665|EPH-ephrin mediated repulsion of cells ; R-HSA-416993|Trafficking of GluR2-containing AMPA receptors ; R-HSA-437239|Recycling pathway of L1 ; R-HSA-5099900|WNT5A-dependent internalization of FZD4 ; R-HSA-5140745|WNT5A-dependent internalization of FZD2, FZD5 and ROR2 ; R-HSA-6798695|Neutrophil degranulation ; R-HSA-8856825|Cargo recognition for clathrin-mediated endocytosis ; R-HSA-8856828|Clathrin-mediated endocytosis ; R-HSA-8866427|VLDLR internalisation and degradation ; R-HSA-8964038|LDL clearance ; R-HSA-9679191|Potential therapeutics for SARS ; R-HSA-9918485|Dengue Virus Attachment and Entry"
162,AP1B1,R-HSA-164940|Nef mediated downregulation of MHC class I complex cell surface expression ; R-HSA-2132295|MHC class II antigen presentation ; R-HSA-432720|Lysosome Vesicle Biogenesis ; R-HSA-432722|Golgi Associated Vesicle Biogenesis
163,AP2B1,"R-HSA-167590|Nef Mediated CD4 Down-regulation ; R-HSA-177504|Retrograde neurotrophin signalling ; R-HSA-182218|Nef Mediated CD8 Down-regulation ; R-HSA-2132295|MHC class II antigen presentation ; R-HSA-3928665|EPH-ephrin mediated repulsion of cells ; R-HSA-416993|Trafficking of GluR2-containing AMPA receptors ; R-HSA-437239|Recycling pathway of L1 ; R-HSA-5099900|WNT5A-dependent internalization of FZD4 ; R-HSA-5140745|WNT5A-dependent internalization of FZD2, FZD5 and ROR2 ; R-HSA-8856825|Cargo recognition for clathrin-mediated endocytosis ; R-HSA-8856828|Clathrin-mediated endocytosis ; R-HSA-8866427|VLDLR internalisation and degradation ; R-HSA-8964038|LDL clearance ; R-HSA-9679191|Potential therapeutics for SARS ; R-HSA-9918485|Dengue Virus Attachment and Entry"
164,AP1G1,R-HSA-164940|Nef mediated downregulation of MHC class I complex cell surface expression ; R-HSA-2132295|MHC class II antigen presentation ; R-HSA-432720|Lysosome Vesicle Biogenesis ; R-HSA-432722|Golgi Associated Vesicle Biogenesis
166,TLE5,R-HSA-4641265|Repression of WNT target genes
174,AFP,R-HSA-381426|Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs) ; R-HSA-8957275|Post-translational protein phosphorylation
175,AGA,R-HSA-6798695|Neutrophil degranulation
176,ACAN,R-HSA-1474228|Degradation of the extracellular matrix ; R-HSA-2022854|Keratan sulfate biosynthesis ; R-HSA-2022857|Keratan sulfate degradation ; R-HSA-3000178|ECM proteoglycans ; R-HSA-3656225|Defective CHST6 causes MCDC1 ; R-HSA-3656243|Defective ST3GAL3 causes MCT12 and EIEE15 ; R-HSA-3656244|Defective B4GALT1 causes B4GALT1-CDG (CDG-2d)
177,AGER,R-HSA-445989|TAK1-dependent IKK and NF-kappa-B activation ; R-HSA-879415|Advanced glycosylation endproduct receptor signaling ; R-HSA-933542|TRAF6 mediated NF-kB activation
178,AGL,R-HSA-6798695|Neutrophil degranulation ; R-HSA-70221|Glycogen breakdown (glycogenolysis)
181,AGRP,"R-HSA-9615017|FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes"
182,JAG1,R-HSA-2122948|Activated NOTCH1 Transmits Signal to the Nucleus ; R-HSA-2644606|Constitutive Signaling by NOTCH1 PEST Domain Mutants ; R-HSA-2660826|Constitutive Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant ; R-HSA-2691232|Constitutive Signaling by NOTCH1 HD Domain Mutants ; R-HSA-2894862|Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants ; R-HSA-2979096|NOTCH2 Activation and Transmission of Signal to the Nucleus ; R-HSA-8941856|RUNX3 regulates NOTCH signaling ; R-HSA-9013149|RAC1 GTPase cycle ; R-HSA-9013423|RAC3 GTPase cycle ; R-HSA-9013507|NOTCH3 Activation and Transmission of Signal to the Nucleus ; R-HSA-9013700|NOTCH4 Activation and Transmission of Signal to the Nucleus ; R-HSA-9831926|Nephron development
183,AGT,R-HSA-1989781|PPARA activates gene expression ; R-HSA-2022377|Metabolism of Angiotensinogen to Angiotensins ; R-HSA-375276|Peptide ligand-binding receptors ; R-HSA-416476|G alpha (q) signalling events ; R-HSA-418594|G alpha (i) signalling events
185,AGTR1,R-HSA-375276|Peptide ligand-binding receptors ; R-HSA-416476|G alpha (q) signalling events ; R-HSA-8856825|Cargo recognition for clathrin-mediated endocytosis ; R-HSA-8856828|Clathrin-mediated endocytosis
186,AGTR2,R-HSA-375276|Peptide ligand-binding receptors ; R-HSA-418594|G alpha (i) signalling events
187,APLNR,R-HSA-375276|Peptide ligand-binding receptors ; R-HSA-418594|G alpha (i) signalling events
189,AGXT,R-HSA-389661|Glyoxylate metabolism and glycine degradation ; R-HSA-9033241|Peroxisomal protein import
190,NR0B1,R-HSA-383280|Nuclear Receptor transcription pathway
191,AHCY,"R-HSA-156581|Methylation ; R-HSA-1614635|Sulfur amino acid metabolism ; R-HSA-2408508|Metabolism of ingested SeMet, Sec, MeSec into H2Se ; R-HSA-5578997|Defective AHCY causes HMAHCHD"
196,AHR,R-HSA-1989781|PPARA activates gene expression ; R-HSA-211945|Phase I - Functionalization of compounds ; R-HSA-211976|Endogenous sterols ; R-HSA-211981|Xenobiotics ; R-HSA-8937144|Aryl hydrocarbon receptor signalling
197,AHSG,R-HSA-114608|Platelet degranulation ; R-HSA-381426|Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs) ; R-HSA-6798695|Neutrophil degranulation ; R-HSA-8957275|Post-translational protein phosphorylation
203,AK1,R-HSA-499943|Interconversion of nucleotide di- and triphosphates
204,AK2,R-HSA-499943|Interconversion of nucleotide di- and triphosphates
205,AK4,R-HSA-499943|Interconversion of nucleotide di- and triphosphates
207,AKT1,"R-HSA-111447|Activation of BAD and translocation to mitochondria ; R-HSA-1257604|PIP3 activates AKT signaling ; R-HSA-1358803|Downregulation of ERBB2:ERBB3 signaling ; R-HSA-1445148|Translocation of SLC2A4 (GLUT4) to the plasma membrane ; R-HSA-1474151|Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation ; R-HSA-165159|MTOR signalling ; R-HSA-198323|AKT phosphorylates targets in the cytosol ; R-HSA-198693|AKT phosphorylates targets in the nucleus ; R-HSA-199418|Negative regulation of the PI3K/AKT network ; R-HSA-203615|eNOS activation ; R-HSA-211163|AKT-mediated inactivation of FOXO1A ; R-HSA-354192|Integrin signaling ; R-HSA-3769402|Deactivation of the beta-catenin transactivating complex ; R-HSA-389357|CD28 dependent PI3K/Akt signaling ; R-HSA-389513|Co-inhibition by CTLA4 ; R-HSA-392451|G beta:gamma signalling through PI3Kgamma ; R-HSA-450385|Butyrate Response Factor 1 (BRF1) binds and destabilizes mRNA ; R-HSA-450604|KSRP (KHSRP) binds and destabilizes mRNA ; R-HSA-5218920|VEGFR2 mediated vascular permeability ; R-HSA-5628897|TP53 Regulates Metabolic Genes ; R-HSA-5674400|Constitutive Signaling by AKT1 E17K in Cancer ; R-HSA-6785807|Interleukin-4 and Interleukin-13 signaling ; R-HSA-6804757|Regulation of TP53 Degradation ; R-HSA-6804758|Regulation of TP53 Activity through Acetylation ; R-HSA-6804759|Regulation of TP53 Activity through Association with Co-factors ; R-HSA-6811558|PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling ; R-HSA-69202|Cyclin E associated events during G1/S transition ; R-HSA-69656|Cyclin A:Cdk2-associated events at S phase entry ; R-HSA-8849469|PTK6 Regulates RTKs and Their Effectors AKT1 and DOK1 ; R-HSA-8876198|RAB GEFs exchange GTP for GDP on RABs ; R-HSA-8941332|RUNX2 regulates genes involved in cell migration ; R-HSA-8948751|Regulation of PTEN stability and activity ; R-HSA-9009391|Extra-nuclear estrogen signaling ; R-HSA-9604323|Negative regulation of NOTCH4 signaling ; R-HSA-9607240|FLT3 Signaling ; R-HSA-9614399|Regulation of localization of FOXO transcription factors ; R-HSA-9634638|Estrogen-dependent nuclear events downstream of ESR-membrane signaling ; R-HSA-9755511|KEAP1-NFE2L2 pathway ; R-HSA-9755779|SARS-CoV-2 targets host intracellular signalling and regulatory pathways ; R-HSA-9841251|Mitochondrial unfolded protein response (UPRmt) ; R-HSA-9856530|High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells ; R-HSA-9856532|Mechanical load activates signaling by PIEZO1 and integrins in osteocytes"
208,AKT2,R-HSA-111447|Activation of BAD and translocation to mitochondria ; R-HSA-1257604|PIP3 activates AKT signaling ; R-HSA-1358803|Downregulation of ERBB2:ERBB3 signaling ; R-HSA-1445148|Translocation of SLC2A4 (GLUT4) to the plasma membrane ; R-HSA-165158|Activation of AKT2 ; R-HSA-165160|PDE3B signalling ; R-HSA-165181|Inhibition of TSC complex formation by PKB ; R-HSA-198323|AKT phosphorylates targets in the cytosol ; R-HSA-198693|AKT phosphorylates targets in the nucleus ; R-HSA-199418|Negative regulation of the PI3K/AKT network ; R-HSA-211163|AKT-mediated inactivation of FOXO1A ; R-HSA-3769402|Deactivation of the beta-catenin transactivating complex ; R-HSA-389357|CD28 dependent PI3K/Akt signaling ; R-HSA-389513|Co-inhibition by CTLA4 ; R-HSA-392451|G beta:gamma signalling through PI3Kgamma ; R-HSA-5218920|VEGFR2 mediated vascular permeability ; R-HSA-5628897|TP53 Regulates Metabolic Genes ; R-HSA-5674400|Constitutive Signaling by AKT1 E17K in Cancer ; R-HSA-6804757|Regulation of TP53 Degradation ; R-HSA-6804758|Regulation of TP53 Activity through Acetylation ; R-HSA-6804759|Regulation of TP53 Activity through Association with Co-factors ; R-HSA-69202|Cyclin E associated events during G1/S transition ; R-HSA-69656|Cyclin A:Cdk2-associated events at S phase entry ; R-HSA-8876198|RAB GEFs exchange GTP for GDP on RABs ; R-HSA-8941332|RUNX2 regulates genes involved in cell migration ; R-HSA-8948751|Regulation of PTEN stability and activity ; R-HSA-9607240|FLT3 Signaling ; R-HSA-9614399|Regulation of localization of FOXO transcription factors ; R-HSA-9634638|Estrogen-dependent nuclear events downstream of ESR-membrane signaling ; R-HSA-9755511|KEAP1-NFE2L2 pathway ; R-HSA-9755779|SARS-CoV-2 targets host intracellular signalling and regulatory pathways ; R-HSA-9824585|Regulation of MITF-M-dependent genes involved in pigmentation
210,ALAD,R-HSA-189451|Heme biosynthesis ; R-HSA-6798695|Neutrophil degranulation
211,ALAS1,R-HSA-189451|Heme biosynthesis ; R-HSA-1989781|PPARA activates gene expression ; R-HSA-2151201|Transcriptional activation of mitochondrial biogenesis ; R-HSA-9837999|Mitochondrial protein degradation
212,ALAS2,R-HSA-189451|Heme biosynthesis
213,ALB,R-HSA-114608|Platelet degranulation ; R-HSA-159418|Recycling of bile acids and salts ; R-HSA-189451|Heme biosynthesis ; R-HSA-189483|Heme degradation ; R-HSA-2168880|Scavenging of heme from plasma ; R-HSA-381426|Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs) ; R-HSA-8957275|Post-translational protein phosphorylation ; R-HSA-8964058|HDL remodeling ; R-HSA-9707564|Cytoprotection by HMOX1 ; R-HSA-9749641|Aspirin ADME ; R-HSA-9757110|Prednisone ADME ; R-HSA-9793528|Ciprofloxacin ADME
214,ALCAM,R-HSA-373760|L1CAM interactions
215,ABCD1,R-HSA-1369062|ABC transporters in lipid homeostasis ; R-HSA-2046105|Linoleic acid (LA) metabolism ; R-HSA-2046106|alpha-linolenic acid (ALA) metabolism ; R-HSA-390247|Beta-oxidation of very long chain fatty acids ; R-HSA-5684045|Defective ABCD1 causes ALD ; R-HSA-9603798|Class I peroxisomal membrane protein import
216,ALDH1A1,R-HSA-5365859|RA biosynthesis pathway ; R-HSA-70350|Fructose catabolism ; R-HSA-71384|Ethanol oxidation ; R-HSA-9927418|Developmental Lineage of Mammary Gland Luminal Epithelial Cells ; R-HSA-9927432|Developmental Lineage of Mammary Gland Myoepithelial Cells ; R-HSA-9938206|Developmental Lineage of Mammary Stem Cells
217,ALDH2,R-HSA-380612|Metabolism of serotonin ; R-HSA-445355|Smooth Muscle Contraction ; R-HSA-71384|Ethanol oxidation ; R-HSA-9837999|Mitochondrial protein degradation
218,ALDH3A1,R-HSA-211945|Phase I - Functionalization of compounds
219,ALDH1B1,R-HSA-71384|Ethanol oxidation ; R-HSA-9837999|Mitochondrial protein degradation
220,ALDH1A3,R-HSA-5365859|RA biosynthesis pathway ; R-HSA-9927418|Developmental Lineage of Mammary Gland Luminal Epithelial Cells ; R-HSA-9927426|Developmental Lineage of Mammary Gland Alveolar Cells ; R-HSA-9927432|Developmental Lineage of Mammary Gland Myoepithelial Cells ; R-HSA-9938206|Developmental Lineage of Mammary Stem Cells
221,ALDH3B1,R-HSA-6798695|Neutrophil degranulation ; R-HSA-9845614|Sphingolipid catabolism
222,ALDH3B2,R-HSA-9845614|Sphingolipid catabolism
223,ALDH9A1,R-HSA-71262|Carnitine synthesis
224,ALDH3A2,R-HSA-389599|Alpha-oxidation of phytanate ; R-HSA-9603798|Class I peroxisomal membrane protein import ; R-HSA-9609523|Insertion of tail-anchored proteins into the endoplasmic reticulum membrane ; R-HSA-9696270|RND2 GTPase cycle ; R-HSA-9696273|RND1 GTPase cycle ; R-HSA-9845614|Sphingolipid catabolism
225,ABCD2,R-HSA-1369062|ABC transporters in lipid homeostasis ; R-HSA-9603798|Class I peroxisomal membrane protein import
226,ALDOA,R-HSA-114608|Platelet degranulation ; R-HSA-6798695|Neutrophil degranulation ; R-HSA-70171|Glycolysis ; R-HSA-70263|Gluconeogenesis
229,ALDOB,R-HSA-5657560|Hereditary fructose intolerance ; R-HSA-70171|Glycolysis ; R-HSA-70263|Gluconeogenesis ; R-HSA-70350|Fructose catabolism
230,ALDOC,R-HSA-6798695|Neutrophil degranulation ; R-HSA-70171|Glycolysis ; R-HSA-70263|Gluconeogenesis
231,AKR1B1,R-HSA-196108|Pregnenolone biosynthesis ; R-HSA-5652227|Fructose biosynthesis ; R-HSA-70370|Galactose catabolism
238,ALK,R-HSA-201556|Signaling by ALK ; R-HSA-9700645|ALK mutants bind TKIs ; R-HSA-9717264|ASP-3026-resistant ALK mutants ; R-HSA-9717301|NVP-TAE684-resistant ALK mutants ; R-HSA-9717316|alectinib-resistant ALK mutants ; R-HSA-9717319|brigatinib-resistant ALK mutants ; R-HSA-9717323|ceritinib-resistant ALK mutants ; R-HSA-9717326|crizotinib-resistant ALK mutants ; R-HSA-9717329|lorlatinib-resistant ALK mutants ; R-HSA-9725370|Signaling by ALK fusions and activated point mutants ; R-HSA-9851151|MDK and PTN in ALK signaling
239,ALOX12,R-HSA-2142696|Synthesis of Hepoxilins (HX) and Trioxilins (TrX) ; R-HSA-2142700|Biosynthesis of Lipoxins (LX) ; R-HSA-2142712|Synthesis of 12-eicosatetraenoic acid derivatives ; R-HSA-9018677|Biosynthesis of DHA-derived SPMs ; R-HSA-9025106|Biosynthesis of DPAn-6 SPMs ; R-HSA-9026290|Biosynthesis of DPAn-3-derived maresins
240,ALOX5,R-HSA-2142688|Synthesis of 5-eicosatetraenoic acids ; R-HSA-2142691|Synthesis of Leukotrienes (LT) and Eoxins (EX) ; R-HSA-2142700|Biosynthesis of Lipoxins (LX) ; R-HSA-6785807|Interleukin-4 and Interleukin-13 signaling ; R-HSA-6798695|Neutrophil degranulation ; R-HSA-9012546|Interleukin-18 signaling ; R-HSA-9018676|Biosynthesis of D-series resolvins ; R-HSA-9018682|Biosynthesis of maresins ; R-HSA-9018896|Biosynthesis of E-series 18(S)-resolvins ; R-HSA-9020265|Biosynthesis of aspirin-triggered D-series resolvins ; R-HSA-9023661|Biosynthesis of E-series 18(R)-resolvins ; R-HSA-9026286|Biosynthesis of DPAn-3-derived protectins and resolvins ; R-HSA-9026290|Biosynthesis of DPAn-3-derived maresins ; R-HSA-9026403|Biosynthesis of DPAn-3-derived 13-series resolvins ; R-HSA-9027604|Biosynthesis of electrophilic ω-3 PUFA oxo-derivatives
241,ALOX5AP,R-HSA-2142688|Synthesis of 5-eicosatetraenoic acids ; R-HSA-2142691|Synthesis of Leukotrienes (LT) and Eoxins (EX) ; R-HSA-2142700|Biosynthesis of Lipoxins (LX)
242,ALOX12B,R-HSA-2142712|Synthesis of 12-eicosatetraenoic acid derivatives
246,ALOX15,R-HSA-2142691|Synthesis of Leukotrienes (LT) and Eoxins (EX) ; R-HSA-2142712|Synthesis of 12-eicosatetraenoic acid derivatives ; R-HSA-2142770|Synthesis of 15-eicosatetraenoic acid derivatives ; R-HSA-6785807|Interleukin-4 and Interleukin-13 signaling ; R-HSA-9018677|Biosynthesis of DHA-derived SPMs ; R-HSA-9018681|Biosynthesis of protectins ; R-HSA-9018896|Biosynthesis of E-series 18(S)-resolvins ; R-HSA-9023661|Biosynthesis of E-series 18(R)-resolvins ; R-HSA-9025106|Biosynthesis of DPAn-6 SPMs ; R-HSA-9026286|Biosynthesis of DPAn-3-derived protectins and resolvins
247,ALOX15B,R-HSA-2142770|Synthesis of 15-eicosatetraenoic acid derivatives
248,ALPI,R-HSA-1483166|Synthesis of PA ; R-HSA-163125|Post-translational modification: synthesis of GPI-anchored proteins ; R-HSA-8935690|Digestion
249,ALPL,R-HSA-163125|Post-translational modification: synthesis of GPI-anchored proteins
250,ALPP,R-HSA-6811438|Intra-Golgi traffic
251,ALPG,R-HSA-163125|Post-translational modification: synthesis of GPI-anchored proteins
257,ALX3,R-HSA-9856649|Transcriptional and post-translational regulation of MITF-M expression and activity
258,AMBN,R-HSA-381426|Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs) ; R-HSA-8957275|Post-translational protein phosphorylation
259,AMBP,R-HSA-2168880|Scavenging of heme from plasma
262,AMD1,R-HSA-351202|Metabolism of polyamines
265,AMELX,R-HSA-381426|Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs) ; R-HSA-8957275|Post-translational protein phosphorylation
